"DATE"	"CODBDI"	"CODNEG"	"TPMERC"	"NOMRES"	"MODREF"	"PREABE"	"PREULT"	"TOTNEG"	"QUATOT"	"VOLTOT"	"RET"
"2015-11-18"	"02"	"CPLE3"	"010"	"BANRISUL"	"R$"	6.46	6.15	5052	1920600	1.1859807e7	0.007425742574257531
"2015-11-19"	"02"	"CPLE3"	"010"	"B2W DIGITAL"	"R$"	15.59	14.99	1066	239300	3.618518e6	-0.006363191385217768
"2015-11-23"	"02"	"CPLE3"	"010"	"BMFBOVESPA"	"R$"	12.0	12.08	14276	7053700	8.513991e7	-0.016152716593245145
"2015-11-24"	"02"	"CPLE3"	"010"	"CSU CARDSYST"	"R$"	3.04	3.0	172	90000	265762.0	-0.009950248756219046
"2015-11-25"	"02"	"CPLE3"	"010"	"CCR SA"	"R$"	12.81	12.66	9908	3353100	4.2623146e7	0.005025125628140776
"2015-11-26"	"02"	"CPLE3"	"010"	"CCX CARVAO"	"R$"	3.52	3.59	20	12500	44934.0	0.007444168734491422
"2015-11-27"	"02"	"CPLE3"	"010"	"CESP"	"R$"	15.88	15.46	1806	334000	5.236614e6	-0.03303303303303304
"2015-11-30"	"02"	"CPLE3"	"010"	"COMGAS"	"R$"	40.8	40.7	336	38600	1.57468e6	-0.00518134715025914
"2015-11-03"	"02"	"CPLE6"	"010"	"GRAZZIOTIN"	"R$"	10.22	10.15	6	6900	70127.0	0.037037037037037125
"2015-11-04"	"02"	"CPLE6"	"010"	"CIELO"	"R$"	37.12	36.62	10913	2987000	1.09708435e8	0.008009492732126847
"2015-11-05"	"02"	"CPLE6"	"010"	"CELESC"	"R$"	13.05	13.35	25	7900	104922.0	0.02480803307737754
"2015-11-06"	"02"	"CPLE6"	"010"	"CEMIG"	"R$"	7.07	6.9	467	231600	1.617374e6	-0.034603082291363704
"2015-11-09"	"02"	"CPLE6"	"010"	"CEMIG"	"R$"	7.48	7.4	11953	4249300	3.1558998e7	-0.010703363914373131
"2015-11-10"	"02"	"CPLE6"	"010"	"COELCE"	"R$"	38.3	38.5	76	14800	564414.0	0.018891687657430663
"2015-11-11"	"02"	"CPLE6"	"010"	"CPFL ENERGIA"	"R$"	15.8	15.42	5614	979700	1.52543e7	0.028421377818968235
"2015-11-12"	"02"	"CPLE6"	"010"	"COPEL"	"R$"	22.34	21.9	124	19800	434151.0	-0.07343083485679464
"2015-11-13"	"02"	"CPLE6"	"010"	"COPEL"	"R$"	32.7	32.35	2947	521900	1.696353e7	0.0049668874172186135
"2015-11-16"	"02"	"CPLE6"	"010"	"CPFL RENOVAV"	"R$"	12.37	12.37	1	100	1237.0	0.0033046926635822162
"2015-11-17"	"02"	"CPLE6"	"010"	"SOUZA CRUZ"	"R$"	27.38	27.38	40	101600	2.781817e6	-0.00916830386378512
"2015-11-18"	"02"	"CPLE6"	"010"	"COSAN"	"R$"	25.3	25.0	2447	563700	1.4180074e7	0.009296148738379733
"2015-11-19"	"02"	"CPLE6"	"010"	"COPASA"	"R$"	13.91	14.07	916	125800	1.757467e6	-0.008803390935767952
"2015-11-23"	"02"	"CPLE6"	"010"	"SID NACIONAL"	"R$"	4.99	5.06	9472	6368600	3.252667e7	-0.004854368932038789
"2015-11-24"	"02"	"CPLE6"	"010"	"CONTAX"	"R$"	1.5	1.48	44	18500	27625.0	-0.0075360419397116785
"2015-11-25"	"02"	"CPLE6"	"010"	"CONTAX"	"R$"	0.32	0.3	8	7300	2310.0	0.004975124378109524
"2015-11-26"	"02"	"CPLE6"	"010"	"CETIP"	"R$"	37.0	37.26	5884	1171800	4.3569049e7	0.00829737802854298
"2015-11-27"	"02"	"CPLE6"	"010"	"CVC BRASIL"	"R$"	14.69	14.7	1121	206600	3.052909e6	-0.03247183565275018
"2015-11-30"	"02"	"CPLE6"	"010"	"CYRELA REALT"	"R$"	9.25	9.07	4082	2673400	2.4192456e7	-0.015437392795883338
"2015-11-03"	"02"	"CPRE3"	"010"	"COSAN LTD"	"R$"	13.74	13.49	299	65300	885676.0	0.0
"2015-11-04"	"02"	"CPRE3"	"010"	"DUFRY AG"	"R$"	490.0	489.0	172	2066	1.01133121e6	0.004842615012106434
"2015-11-05"	"02"	"CPRE3"	"010"	"DASA"	"R$"	8.75	8.85	25	14000	122737.0	0.0
"2015-11-06"	"02"	"CPRE3"	"010"	"DIRECIONAL"	"R$"	3.78	3.81	212	159600	607078.0	0.0
"2015-11-09"	"02"	"CPRE3"	"010"	"DURATEX"	"R$"	6.75	6.83	4467	978600	6.609803e6	0.0
"2015-11-10"	"02"	"CPRE3"	"010"	"ECORODOVIAS"	"R$"	6.08	5.92	4059	1035700	6.158978e6	0.0
"2015-11-11"	"02"	"CPRE3"	"010"	"ELETROBRAS"	"R$"	5.76	5.7	3694	868200	4.924225e6	0.0
"2015-11-12"	"02"	"CPRE3"	"010"	"ELETROBRAS"	"R$"	10.49	10.55	4385	1557000	1.6392336e7	0.0008110300081102828
"2015-11-13"	"02"	"CPRE3"	"010"	"ELETROPAULO"	"R$"	8.99	8.87	1003	347500	3.101403e6	-0.04341085271317833
"2015-11-16"	"02"	"CPRE3"	"010"	"EMBRAER"	"R$"	28.3	27.75	4568	961000	2.6731515e7	-0.12636505460218417
"2015-11-17"	"02"	"CPRE3"	"010"	"ENERGIAS BR"	"R$"	12.23	12.45	6480	1222100	1.5064105e7	-0.010434782608695584
"2015-11-18"	"02"	"CPRE3"	"010"	"EQUATORIAL"	"R$"	36.49	35.92	4376	1205500	4.3434902e7	-0.02575107296137345
"2015-11-19"	"02"	"CPRE3"	"010"	"ESTACIO PART"	"R$"	15.53	15.65	5869	1159600	1.8118139e7	-0.012345679012345729
"2015-11-23"	"02"	"CPRE3"	"010"	"ETERNIT"	"R$"	2.26	2.33	150	113100	262847.0	-0.013215859030837036
"2015-11-24"	"02"	"CPRE3"	"010"	"EUCATEX"	"R$"	2.71	2.63	15	5500	14587.0	-0.025915996425379728
"2015-11-25"	"02"	"CPRE3"	"010"	"EVEN"	"R$"	4.05	3.95	1061	1420400	5.63064e6	0.003690036900369089
"2015-11-26"	"02"	"CPRE3"	"010"	"EZTEC"	"R$"	12.57	12.51	1352	318000	3.992531e6	0.004621072088724486
"2015-11-27"	"02"	"CPRE3"	"010"	"FERBASA"	"R$"	7.47	7.41	575	303200	2.268352e6	0.011959521619135308
"2015-11-30"	"02"	"CPRE3"	"010"	"FER HERINGER"	"R$"	1.73	1.69	100	59200	104668.0	0.0
"2015-11-03"	"02"	"CRUZ3"	"010"	"FIBRIA"	"R$"	52.23	51.92	4397	847600	4.3994481e7	0.0
"2015-11-04"	"02"	"CRUZ3"	"010"	"FORJA TAURUS"	"R$"	1.16	1.15	9	4800	5561.0	0.0
"2015-11-05"	"02"	"CRUZ3"	"010"	"FLEURY"	"R$"	16.22	16.47	393	92900	1.521499e6	0.002193784277879295
"2015-11-06"	"02"	"CRUZ3"	"010"	"FRAS-LE"	"R$"	3.2	3.2	1	600	1920.0	-0.001459854014598509
"2015-11-09"	"02"	"CRUZ3"	"010"	"AES TIETE"	"R$"	14.57	14.5	1605	801600	1.1598531e7	0.0
"2015-11-10"	"02"	"CRUZ3"	"010"	"AES TIETE"	"R$"	14.86	14.59	4316	762000	1.1084027e7	0.0
"2015-11-11"	"02"	"CRUZ3"	"010"	"GAFISA"	"R$"	2.66	2.59	1946	3257000	8.492381e6	0.004379562043795657
"2015-11-12"	"02"	"CRUZ3"	"010"	"GERDAU"	"R$"	4.27	4.22	121	92800	392394.0	-0.0007288629737609173
"2015-11-13"	"02"	"CRUZ3"	"010"	"GERDAU"	"R$"	5.62	5.56	10413	6713000	3.7778038e7	0.0
"2015-11-16"	"02"	"CRUZ3"	"010"	"GERDAU MET"	"R$"	2.23	2.21	187	244400	542163.0	0.0
"2015-11-17"	"02"	"CRUZ3"	"010"	"GERDAU MET"	"R$"	2.6	2.63	4893	5937500	1.5362094e7	0.003639010189228452
"2015-11-18"	"02"	"CRUZ3"	"010"	"GOL"	"R$"	3.6	3.55	3631	1201000	4.323611e6	0.0913059294288833
"2015-11-19"	"02"	"CRUZ3"	"010"	"GP INVEST"	"R$"	7.1	7.11	50	327600	2.334027e6	-0.07622565480188044
"2015-11-23"	"02"	"CRUZ3"	"010"	"GRENDENE"	"R$"	17.6	17.3	927	133300	2.315996e6	0.013808139534883685
"2015-11-24"	"02"	"CRUZ3"	"010"	"GENERALSHOPP"	"R$"	2.53	2.37	7	5100	12471.0	0.0021786492374728495
"2015-11-25"	"02"	"CRUZ3"	"010"	"GUARARAPES"	"R$"	48.17	47.71	82	15700	742221.0	-0.0003628447024672718
"2015-11-26"	"02"	"CRUZ3"	"010"	"GUARARAPES"	"R$"	43.05	43.99	13	1300	55936.0	-0.0014239943040227536
"2015-11-27"	"02"	"CRUZ3"	"010"	"HELBOR"	"R$"	2.16	2.26	1763	888700	2.008276e6	-0.001447178002894325
"2015-11-30"	"02"	"CRUZ3"	"010"	"CIA HERING"	"R$"	16.06	15.75	674	122800	1.934124e6	-0.002891217925551205
"2015-11-03"	"02"	"CSAN3"	"010"	"HYPERMARCAS"	"R$"	21.38	21.4	10118	1716800	3.6718069e7	0.03712770297837618
"2015-11-04"	"02"	"CSAN3"	"010"	"IDEIASNET"	"R$"	7.88	7.69	154	34200	261703.0	-0.010192081536652353
"2015-11-05"	"02"	"CSAN3"	"010"	"IGB S/A"	"R$"	2.1	2.07	9	5400	11441.0	0.023752969121140055
"2015-11-06"	"02"	"CSAN3"	"010"	"IGUATEMI"	"R$"	22.15	22.26	1817	450500	9.952613e6	-0.0162980209545983
"2015-11-09"	"02"	"CSAN3"	"010"	"ITAUSA"	"R$"	7.64	7.5	39	13500	102386.0	-0.01185770750988145
"2015-11-10"	"02"	"CSAN3"	"010"	"ITAUSA"	"R$"	7.49	7.35	22816	12597400	9.2825345e7	0.02462656439241015
"2015-11-11"	"02"	"CSAN3"	"010"	"ITAUUNIBANCO"	"R$"	26.09	25.61	212	94300	2.431581e6	0.0019455252918288216
"2015-11-12"	"02"	"CSAN3"	"010"	"ITAUUNIBANCO"	"R$"	27.99	27.42	21187	10967400	3.03339793e8	0.03112840466926073
"2015-11-13"	"02"	"CSAN3"	"010"	"J B DUARTE"	"R$"	9.48	9.55	20	3100	30270.0	-0.014138326327856362
"2015-11-16"	"02"	"CSAN3"	"010"	"JBS"	"R$"	13.95	13.95	12620	5841300	8.0525938e7	-0.010054137664346404
"2015-11-17"	"02"	"CSAN3"	"010"	"JHSF PART"	"R$"	1.71	1.69	107	51000	85360.0	-0.0023382696804364273
"2015-11-18"	"02"	"CSAN3"	"010"	"JSL"	"R$"	9.8	9.75	33	42600	415366.0	0.004312034496275948
"2015-11-19"	"02"	"CSAN3"	"010"	"KEPLER WEBER"	"R$"	24.99	25.09	158	31100	763855.0	0.015624999999999944
"2015-11-23"	"02"	"CSAN3"	"010"	"KLABIN S/A"	"R$"	22.6	22.28	5273	2098000	4.6795203e7	-0.0030592734225620764
"2015-11-24"	"02"	"CSAN3"	"010"	"KLABIN S/A"	"R$"	3.92	3.91	124	74400	291622.0	0.010412649440802143
"2015-11-25"	"02"	"CSAN3"	"010"	"KROTON"	"R$"	10.25	10.13	17010	7337900	7.5024689e7	-0.03088803088803078
"2015-11-26"	"02"	"CSAN3"	"010"	"LOJAS AMERIC"	"R$"	12.37	12.25	1574	576500	7.126194e6	0.013157894736842179
"2015-11-27"	"02"	"CSAN3"	"010"	"LOJAS AMERIC"	"R$"	17.3	17.31	4964	1482500	2.5795936e7	-0.0019833399444665095
"2015-11-30"	"02"	"CSAN3"	"010"	"LOCAMERICA"	"R$"	3.39	3.3	28	16400	54237.0	-0.03599999999999994
"2015-11-03"	"02"	"CSMG3"	"010"	"METAL LEVE"	"R$"	23.21	22.45	482	83500	1.894013e6	0.06682027649769594
"2015-11-04"	"02"	"CSMG3"	"010"	"LIGHT S/A"	"R$"	12.44	12.71	2172	380700	4.805163e6	0.024442846872753405
"2015-11-05"	"02"	"CSMG3"	"010"	"LINX"	"R$"	49.1	50.2	322	108800	5.450936e6	0.03508771929824561
"2015-11-06"	"02"	"CSMG3"	"010"	"LE LIS BLANC"	"R$"	3.03	2.98	118	79600	238346.0	-0.056987788331071904
"2015-11-09"	"02"	"CSMG3"	"010"	"LOG-IN"	"R$"	1.14	1.64	1383	4958900	7.732613e6	0.011502516175413383
"2015-11-10"	"02"	"CSMG3"	"010"	"LOPES BRASIL"	"R$"	2.6	2.7	246	83800	223370.0	0.028368794326241162
"2015-11-11"	"02"	"CSMG3"	"010"	"LOJAS RENNER"	"R$"	18.59	18.09	7800	2042500	3.712127e7	0.007580978635423807
"2015-11-12"	"02"	"CSMG3"	"010"	"MAGNESITA SA"	"R$"	2.85	2.84	231	187000	535506.0	0.02503382949932348
"2015-11-13"	"02"	"CSMG3"	"010"	"M.DIASBRANCO"	"R$"	71.41	72.1	462	56300	4.058756e6	-0.03162055335968382
"2015-11-16"	"02"	"CSMG3"	"010"	"IMC S/A"	"R$"	4.99	4.9	54	8100	40136.0	0.052168021680216774
"2015-11-17"	"02"	"CSMG3"	"010"	"MAGAZ LUIZA"	"R$"	11.38	11.06	2011	263100	2.973339e6	0.0019305019305020038
"2015-11-18"	"02"	"CSMG3"	"010"	"MILLS"	"R$"	4.69	4.47	928	843800	3.845962e6	-0.008290816326530549
"2015-11-19"	"02"	"CSMG3"	"010"	"MMX MINER"	"R$"	0.3	0.29	29	186500	54811.0	0.0509554140127389
"2015-11-23"	"02"	"CSMG3"	"010"	"MINUPAR"	"R$"	0.05	0.06	2	3700	186.0	-0.012642986152919979
"2015-11-24"	"02"	"CSMG3"	"010"	"MULTIPLUS"	"R$"	34.15	34.4	1302	202800	6.959835e6	-0.0237949969493594
"2015-11-25"	"02"	"CSMG3"	"010"	"MARFRIG"	"R$"	6.46	6.42	9589	2990600	1.9057635e7	0.050062578222778514
"2015-11-26"	"02"	"CSMG3"	"010"	"MRV"	"R$"	7.9	8.06	6706	1947600	1.5809306e7	-0.0017878426698451212
"2015-11-27"	"02"	"CSMG3"	"010"	"MULTIPLAN"	"R$"	43.58	43.6	3365	522600	2.288858e7	0.0060496067755594594
"2015-11-30"	"02"	"CSMG3"	"010"	"IOCHP-MAXION"	"R$"	17.27	16.69	2089	368200	6.255721e6	-0.017427884615384564
"2015-11-03"	"02"	"CSNA3"	"010"	"NATURA"	"R$"	24.0	23.87	3144	724600	1.7515573e7	0.12444444444444436
"2015-11-04"	"02"	"CSNA3"	"010"	"ODONTOPREV"	"R$"	10.59	10.15	6640	1910500	1.9861651e7	-0.04615384615384619
"2015-11-05"	"02"	"CSNA3"	"010"	"OUROFINO S/A"	"R$"	33.77	33.8	14	3400	114901.0	-0.0020161290322580215
"2015-11-06"	"02"	"CSNA3"	"010"	"OI"	"R$"	3.5	3.61	2567	1637500	5.918883e6	0.004016064257028026
"2015-11-09"	"02"	"CSNA3"	"010"	"OI"	"R$"	2.05	2.06	3957	4869800	1.0175017e7	0.014028056112224328
"2015-11-10"	"02"	"CSNA3"	"010"	"PARCORRETORA"	"R$"	10.76	10.7	467	107700	1.144764e6	0.015748031496063006
"2015-11-11"	"02"	"CSNA3"	"010"	"P.ACUCAR-CBD"	"R$"	52.11	52.27	5816	758500	3.97103e7	0.021032504780114612
"2015-11-12"	"02"	"CSNA3"	"010"	"PDG REALT"	"R$"	2.17	2.08	200	159000	331718.0	0.005565862708719898
"2015-11-13"	"02"	"CSNA3"	"010"	"PETROBRAS"	"R$"	9.53	9.27	16087	14441800	1.35127984e8	-0.0666666666666666
"2015-11-16"	"02"	"CSNA3"	"010"	"PETROBRAS"	"R$"	7.83	7.64	32369	36340400	2.80399292e8	0.004081632653061137
"2015-11-17"	"02"	"CSNA3"	"010"	"PROFARMA"	"R$"	7.18	6.83	54	10100	69886.0	-0.01799999999999997
"2015-11-18"	"02"	"CSNA3"	"010"	"PARANAPANEMA"	"R$"	2.59	2.65	222	213900	560750.0	0.09090909090909081
"2015-11-19"	"02"	"CSNA3"	"010"	"DIMED"	"R$"	223.0	228.96	13	1800	409036.0	-0.008460236886632796
"2015-11-23"	"02"	"CSNA3"	"010"	"MARCOPOLO"	"R$"	2.07	2.1	50	42400	88284.0	-0.02051282051282038
"2015-11-24"	"02"	"CSNA3"	"010"	"MARCOPOLO"	"R$"	2.29	2.25	2625	1904400	4.331049e6	0.05419580419580428
"2015-11-25"	"02"	"CSNA3"	"010"	"POSITIVO INF"	"R$"	1.62	1.6	61	27800	44123.0	0.03389830508474564
"2015-11-26"	"02"	"CSNA3"	"010"	"PETRORIO"	"R$"	2.01	2.03	32	28600	58263.0	-0.02113821138211395
"2015-11-27"	"02"	"CSNA3"	"010"	"PRUMO"	"R$"	0.98	0.93	1581	5851200	5.52917e6	-0.01342281879194632
"2015-11-30"	"02"	"CSNA3"	"010"	"PORTO SEGURO"	"R$"	33.18	32.41	2449	377500	1.244199e7	-0.07407407407407414
"2015-11-03"	"02"	"CTAX11"	"010"	"PORTOBELLO"	"R$"	2.4	2.45	55	66200	158702.0	0.05263157894736847
"2015-11-04"	"02"	"CTAX11"	"010"	"QGEP PART"	"R$"	6.07	6.27	3855	1295900	8.089393e6	-0.10493827160493836
"2015-11-05"	"02"	"CTAX11"	"010"	"QUALICORP"	"R$"	16.41	16.38	10174	2255000	3.6694111e7	0.0
"2015-11-06"	"02"	"CTAX11"	"010"	"RAIADROGASIL"	"R$"	41.8	40.99	3707	1231200	5.0581451e7	-0.006756756756756763
"2015-11-09"	"02"	"CTAX11"	"010"	"RANDON PART"	"R$"	3.21	3.12	1943	486100	1.53875e6	-0.013333333333333345
"2015-11-10"	"02"	"CTAX11"	"010"	"LOCALIZA"	"R$"	28.97	28.13	4946	987100	2.8257403e7	-0.04827586206896556
"2015-11-11"	"02"	"CTAX11"	"010"	"COSAN LOG"	"R$"	1.24	1.17	2295	2061000	2.436918e6	0.0
"2015-11-12"	"02"	"CTAX11"	"010"	"RENOVA"	"R$"	24.9	25.68	35	11000	275817.0	-0.08888888888888896
"2015-11-13"	"02"	"CTAX11"	"010"	"INDS ROMI"	"R$"	2.2	2.21	31	46900	103544.0	-0.20491803278688525
"2015-11-16"	"02"	"CTAX11"	"010"	"ROSSI RESID"	"R$"	0.91	0.9	503	1035800	942475.0	-0.06603773584905666
"2015-11-17"	"02"	"CTAX11"	"010"	"RUMO LOG"	"R$"	7.33	7.3	2782	886300	6.474353e6	-0.18000000000000005
"2015-11-18"	"02"	"CTAX11"	"010"	"SANTANDER BR"	"R$"	14.8	14.5	1882	390200	5.665467e6	-0.13580246913580257
"2015-11-19"	"02"	"CTAX11"	"010"	"SANTANDER BR"	"R$"	7.91	8.0	21	7400	58540.0	0.056338028169014134
"2015-11-23"	"02"	"CTAX11"	"010"	"SANTANDER BR"	"R$"	6.8	6.59	27	10200	67195.0	-0.07594936708860765
"2015-11-24"	"02"	"CTAX11"	"010"	"SANEPAR"	"R$"	3.7	3.69	147	89300	331322.0	-0.20000000000000004
"2015-11-25"	"02"	"CTAX11"	"010"	"SABESP"	"R$"	18.15	18.05	2672	854500	1.5407726e7	0.32786885245901654
"2015-11-26"	"02"	"CTAX11"	"010"	"SOMOS EDUCA"	"R$"	13.65	13.7	110	135800	1.854921e6	-0.07058823529411758
"2015-11-27"	"02"	"CTAX11"	"010"	"SER EDUCA"	"R$"	9.15	9.39	1438	590100	5.523307e6	-0.047058823529411674
"2015-11-30"	"02"	"CTAX11"	"010"	"SPRINGS"	"R$"	2.82	2.87	50	7400	21080.0	-0.1785714285714286
"2015-11-03"	"02"	"CTAX4"	"010"	"TIME FOR FUN"	"R$"	3.42	3.3	33	19800	64110.0	0.0
"2015-11-04"	"02"	"CTAX4"	"010"	"SLC AGRICOLA"	"R$"	17.93	17.55	1466	2955100	5.0715435e7	-0.11428571428571424
"2015-11-05"	"02"	"CTAX4"	"010"	"SARAIVA LIVR"	"R$"	4.36	4.42	313	319500	1.411581e6	0.0
"2015-11-06"	"02"	"CTAX4"	"010"	"SMILES"	"R$"	31.63	32.91	3812	489200	1.5712615e7	-0.11428571428571424
"2015-11-09"	"02"	"CTAX4"	"010"	"SAO MARTINHO"	"R$"	44.95	44.46	602	91300	4.096101e6	-0.06250000000000006
"2015-11-10"	"02"	"CTAX4"	"010"	"SENIOR SOL"	"R$"	9.39	9.29	35	9500	86627.0	0.0
"2015-11-11"	"02"	"CTAX4"	"010"	"SIERRABRASIL"	"R$"	16.61	16.95	101	19500	328789.0	-0.12903225806451607
"2015-11-12"	"02"	"CTAX4"	"010"	"SANTOS BRP"	"R$"	14.2	14.5	237	38700	555441.0	0.07407407407407393
"2015-11-13"	"02"	"CTAX4"	"010"	"SUL AMERICA"	"R$"	19.99	19.7	3827	1780800	3.5640912e7	-0.15384615384615388
"2015-11-16"	"02"	"CTAX4"	"010"	"SUZANO PAPEL"	"R$"	16.9	16.84	7364	2904000	4.8925706e7	-0.04761904761904753
"2015-11-17"	"02"	"CTAX4"	"010"	"SWEETCOSMET"	"R$"	0.15	0.17	35	99600	15688.0	-0.15
"2015-11-18"	"02"	"CTAX4"	"010"	"TAESA"	"R$"	19.71	19.1	3683	750100	1.4579449e7	-0.1764705882352941
"2015-11-19"	"02"	"CTAX4"	"010"	"TRACTEBEL"	"R$"	35.5	34.97	3221	452800	1.5875827e7	-0.11764705882352951
"2015-11-23"	"02"	"CTAX4"	"010"	"TECNISA"	"R$"	3.04	3.04	924	588100	1.775461e6	-0.23529411764705885
"2015-11-24"	"02"	"CTAX4"	"010"	"TECHNOS"	"R$"	3.96	3.92	72	35500	140430.0	0.06666666666666674
"2015-11-25"	"02"	"CTAX4"	"010"	"TELEBRAS"	"R$"	0.83	0.83	4	7000	5810.0	0.4999999999999999
"2015-11-26"	"02"	"CTAX4"	"010"	"TEMPO PART"	"R$"	3.77	3.82	54	92300	353152.0	-0.29629629629629634
"2015-11-27"	"02"	"CTAX4"	"010"	"TEREOS"	"R$"	0.59	0.57	1000	1408400	800330.0	-0.15
"2015-11-30"	"02"	"CTAX4"	"010"	"TEGMA"	"R$"	4.4	4.48	336	99900	442655.0	-0.22222222222222213
"2015-11-03"	"02"	"CTIP3"	"010"	"TIM PART S/A"	"R$"	8.42	8.2	7643	2119600	1.7588964e7	0.020718232044198894
"2015-11-04"	"02"	"CTIP3"	"010"	"TOTVS"	"R$"	36.56	36.9	1122	432500	1.5859376e7	-0.012113055181695713
"2015-11-05"	"02"	"CTIP3"	"010"	"TRIUNFO PART"	"R$"	2.87	2.78	312	105600	298611.0	0.0065377281394715875
"2015-11-06"	"02"	"CTIP3"	"010"	"TRAN PAULIST"	"R$"	45.98	43.43	4664	612000	2.6858383e7	0.00844916871082045
"2015-11-09"	"02"	"CTIP3"	"010"	"TUPY"	"R$"	20.99	20.9	389	95700	1.996685e6	0.0070270270270269735
"2015-11-10"	"02"	"CTIP3"	"010"	"UNICASA"	"R$"	1.77	1.79	7	5500	9751.0	0.006981740064446778
"2015-11-11"	"02"	"CTIP3"	"010"	"ULTRAPAR"	"R$"	66.99	67.35	4907	1037700	6.9785123e7	0.02132764596107716
"2015-11-12"	"02"	"CTIP3"	"010"	"UNIPAR"	"R$"	3.95	3.95	3	1400	5530.0	0.0075955997904661905
"2015-11-13"	"02"	"CTIP3"	"010"	"USIMINAS"	"R$"	7.62	7.15	81	23200	170980.0	0.005263157894736917
"2015-11-16"	"02"	"CTIP3"	"010"	"USIMINAS"	"R$"	2.75	2.72	6991	6049300	1.6816108e7	0.002617115938236101
"2015-11-17"	"02"	"CTIP3"	"010"	"V-AGRO"	"R$"	15.98	15.46	21	4800	74518.0	-0.00907205806117163
"2015-11-18"	"02"	"CTIP3"	"010"	"VALE"	"R$"	15.64	15.44	7543	2982900	4.6325592e7	0.0057261842790213135
"2015-11-19"	"02"	"CTIP3"	"010"	"VALE"	"R$"	13.03	12.9	23140	14191200	1.8446786e8	-0.020817270624517995
"2015-11-23"	"02"	"CTIP3"	"010"	"VIVER"	"R$"	0.03	0.04	32	1113500	33455.0	-0.0007888509071785732
"2015-11-24"	"02"	"CTIP3"	"010"	"TELEF BRASIL"	"R$"	39.72	39.01	5839	1201800	4.6957441e7	0.004228329809725068
"2015-11-25"	"02"	"CTIP3"	"010"	"VALID"	"R$"	44.73	44.1	791	162300	7.203114e6	-0.024189261031366205
"2015-11-26"	"02"	"CTIP3"	"010"	"VIAVAREJO"	"R$"	4.26	4.2	1989	867000	3.655305e6	0.0457516339869281
"2015-11-27"	"02"	"CTIP3"	"010"	"WEG"	"R$"	15.07	14.92	7885	1739800	2.6138645e7	-0.013389341034392361
"2015-11-30"	"02"	"CTIP3"	"010"	"WHIRLPOOL"	"R$"	2.8	2.75	18	23300	64994.0	-0.0024396855516401034
"2015-11-03"	"02"	"CVCB3"	"010"	"ABC BRASIL"	"R$"	9.07	9.05	962	218600	1.959345e6	0.026694045174538026
"2015-11-04"	"02"	"CVCB3"	"010"	"AMBEV S/A"	"R$"	18.57	18.65	22206	10882400	2.01019872e8	0.005996002664890064
"2015-11-05"	"02"	"CVCB3"	"010"	"BRASILAGRO"	"R$"	11.75	11.55	136	40600	467578.0	0.006622516556291367
"2015-11-06"	"02"	"CVCB3"	"010"	"ALPARGATAS"	"R$"	9.5	9.5	12	4400	41931.0	-0.032258064516129045
"2015-11-09"	"02"	"CVCB3"	"010"	"ALPARGATAS"	"R$"	8.91	9.05	1643	580500	5.26382e6	0.0006807351940095158
"2015-11-10"	"02"	"CVCB3"	"010"	"ALIANSCE"	"R$"	11.14	11.02	1637	2752500	3.0512642e7	0.002719238613188249
"2015-11-11"	"02"	"CVCB3"	"010"	"ALUPAR"	"R$"	15.47	15.35	879	108000	1.654886e6	0.015603799185888766
"2015-11-12"	"02"	"CVCB3"	"010"	"LOJAS MARISA"	"R$"	6.71	6.67	60	15900	106374.0	-0.012016021361815735
"2015-11-13"	"02"	"CVCB3"	"010"	"ANIMA"	"R$"	11.94	12.05	2774	1720900	2.0622472e7	-0.020270270270270316
"2015-11-16"	"02"	"CVCB3"	"010"	"ARTERIS"	"R$"	9.41	9.45	79	27700	261188.0	0.0
"2015-11-17"	"02"	"CVCB3"	"010"	"AREZZO CO"	"R$"	20.79	21.5	351	164000	3.46855e6	-0.005486968449931418
"2015-11-18"	"02"	"CVCB3"	"010"	"AMAZONIA"	"R$"	0.24	0.24	11	82000	19680.0	-0.006168608636052081
"2015-11-19"	"02"	"CVCB3"	"010"	"BRASIL"	"R$"	16.81	17.13	10148	4085300	6.9365907e7	-0.023890784982935127
"2015-11-23"	"02"	"CVCB3"	"010"	"BRADESCO"	"R$"	23.64	23.58	5592	1174200	2.7613538e7	0.005547850208044388
"2015-11-24"	"02"	"CVCB3"	"010"	"BRADESCO"	"R$"	21.4	21.32	25121	11253100	2.37066362e8	-0.03794037940379407
"2015-11-25"	"02"	"CVCB3"	"010"	"BR BROKERS"	"R$"	1.71	1.65	437	99700	166715.0	0.014234875444839807
"2015-11-26"	"02"	"CVCB3"	"010"	"BBSEGURIDADE"	"R$"	27.56	28.04	10858	3075700	8.4314982e7	0.04701754385964912
"2015-11-27"	"02"	"CVCB3"	"010"	"BTG PACTUAL"	"R$"	30.37	30.25	578	139200	4.209793e6	-0.04155495978552273
"2015-11-30"	"02"	"CVCB3"	"010"	"MINERVA"	"R$"	12.63	12.6	2420	453300	5.669764e6	-0.03496503496503496
"2015-11-03"	"02"	"CYRE3"	"010"	"BANESTES"	"R$"	1.94	1.94	1	200	388.0	0.04869762174405433
"2015-11-04"	"02"	"CYRE3"	"010"	"BANCO PAN"	"R$"	1.6	1.67	24	1017300	1.677774e6	0.01511879049676032
